latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,firms_source,request_start_date
-33.29788,-70.73065,295.07,0.39,0.36,2023-06-30,544,N,VIIRS,n,2,277.51,1.7,N,2,VIIRS_SNPP_SP,2023-06-26
-33.29455,-70.7299,327.36,0.39,0.36,2023-06-30,544,N,VIIRS,n,2,280.63,1.7,N,2,VIIRS_SNPP_SP,2023-06-26
-32.80366,-70.95498,319.1,0.39,0.36,2023-06-30,544,N,VIIRS,n,2,282.47,2.11,N,2,VIIRS_SNPP_SP,2023-06-26
-32.78547,-71.48795,304.92,0.39,0.36,2023-06-30,544,N,VIIRS,n,2,278.87,0.7,N,2,VIIRS_SNPP_SP,2023-06-26
-33.29767,-70.72769,325.58,0.41,0.45,2023-06-30,1807,N,VIIRS,n,2,295.01,1.86,D,2,VIIRS_SNPP_SP,2023-06-26
-32.46644,-71.31195,334.52,0.43,0.46,2023-06-30,1807,N,VIIRS,n,2,299.54,2.6,D,0,VIIRS_SNPP_SP,2023-06-26
-32.80426,-70.95556,312.9,0.55,0.43,2023-07-01,525,N,VIIRS,n,2,280.89,2.78,N,2,VIIRS_SNPP_SP,2023-07-01
-32.80035,-70.95444,321.5,0.55,0.43,2023-07-01,525,N,VIIRS,n,2,280.98,3.8,N,2,VIIRS_SNPP_SP,2023-07-01
-33.29639,-70.72677,319.58,0.53,0.42,2023-07-01,526,N,VIIRS,n,2,278.11,2.72,N,2,VIIRS_SNPP_SP,2023-07-01
-32.8056,-70.95152,333.36,0.59,0.53,2023-07-02,1910,N,VIIRS,n,2,280.14,7.04,D,2,VIIRS_SNPP_SP,2023-07-01
-32.80236,-70.95486,306.41,0.34,0.56,2023-07-03,628,N,VIIRS,n,2,277.44,1.27,N,2,VIIRS_SNPP_SP,2023-07-01
-32.80243,-70.95012,330.61,0.5,0.41,2023-07-03,1851,N,VIIRS,n,2,294.1,4.24,D,2,VIIRS_SNPP_SP,2023-07-01
-33.15166,-70.89861,304.35,0.56,0.43,2023-07-04,609,N,VIIRS,n,2,275.49,1.01,N,0,VIIRS_SNPP_SP,2023-07-01
-33.29752,-70.73026,309.71,0.39,0.44,2023-07-04,610,N,VIIRS,n,2,276.98,1.25,N,2,VIIRS_SNPP_SP,2023-07-01
-33.29346,-70.72964,309.44,0.39,0.44,2023-07-04,610,N,VIIRS,n,2,278.02,1.13,N,2,VIIRS_SNPP_SP,2023-07-01
-32.80195,-70.95029,329.46,0.38,0.36,2023-07-04,1832,N,VIIRS,n,2,292.22,2.84,D,2,VIIRS_SNPP_SP,2023-07-01
-33.29601,-70.73003,322.29,0.39,0.36,2023-07-05,551,N,VIIRS,n,2,279.74,2.02,N,2,VIIRS_SNPP_SP,2023-07-01
-32.80293,-70.95229,330.57,0.39,0.36,2023-07-05,551,N,VIIRS,n,2,283.14,9.56,N,2,VIIRS_SNPP_SP,2023-07-01
-32.78857,-71.48567,312.14,0.38,0.36,2023-07-05,551,N,VIIRS,n,2,277.87,1.04,N,2,VIIRS_SNPP_SP,2023-07-01
-32.89988,-71.31479,327.31,0.54,0.42,2023-07-05,1813,N,VIIRS,n,2,292.65,2.77,D,0,VIIRS_SNPP_SP,2023-07-01
-32.80288,-70.95642,308.38,0.54,0.51,2023-07-07,513,N,VIIRS,n,2,278.87,3.03,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80559,-70.95096,296.37,0.78,0.78,2023-07-07,654,N,VIIRS,n,2,276.46,2.2,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80542,-70.95901,299.56,0.78,0.78,2023-07-07,654,N,VIIRS,n,2,275.67,2.58,N,2,VIIRS_SNPP_SP,2023-07-06
-32.79995,-70.95439,312.86,0.78,0.78,2023-07-07,654,N,VIIRS,n,2,276.35,2.6,N,2,VIIRS_SNPP_SP,2023-07-06
-33.29568,-70.73149,300.37,0.46,0.64,2023-07-08,454,N,VIIRS,n,2,276.64,0.93,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80178,-70.95186,296.29,0.49,0.65,2023-07-08,454,N,VIIRS,n,2,276.01,1.54,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80029,-70.95728,303.59,0.49,0.65,2023-07-08,454,N,VIIRS,n,2,276.81,2.12,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80015,-70.95568,317.27,0.49,0.65,2023-07-08,454,N,VIIRS,n,2,277.22,1.77,N,2,VIIRS_SNPP_SP,2023-07-06
-33.29471,-70.72899,295.52,0.44,0.62,2023-07-08,635,N,VIIRS,n,2,276.59,0.88,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80525,-70.95264,308.31,0.42,0.61,2023-07-08,635,N,VIIRS,n,2,274.78,1.84,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80498,-70.95705,304.86,0.42,0.61,2023-07-08,635,N,VIIRS,n,2,276.53,2.25,N,2,VIIRS_SNPP_SP,2023-07-06
-32.80548,-70.95189,339.78,0.4,0.44,2023-07-08,1857,N,VIIRS,n,2,293.48,5.29,D,2,VIIRS_SNPP_SP,2023-07-06
-32.8014,-70.9529,340.28,0.4,0.44,2023-07-08,1857,N,VIIRS,n,2,291.32,6.47,D,2,VIIRS_SNPP_SP,2023-07-06
-32.80427,-70.95515,302.15,0.42,0.37,2023-07-10,557,N,VIIRS,n,2,279.67,0.71,N,2,VIIRS_SNPP_SP,2023-07-06
-32.8008,-70.95448,296.24,0.42,0.37,2023-07-10,557,N,VIIRS,n,2,278.63,0.71,N,2,VIIRS_SNPP_SP,2023-07-06
-33.29539,-70.72552,330.46,0.44,0.38,2023-07-10,1820,N,VIIRS,n,2,294.87,2.64,D,2,VIIRS_SNPP_SP,2023-07-06
-32.81606,-70.66119,326.36,0.43,0.38,2023-07-10,1820,N,VIIRS,l,2,297.69,1.7,D,0,VIIRS_SNPP_SP,2023-07-06
-32.77695,-70.80775,336.43,0.44,0.38,2023-07-10,1820,N,VIIRS,n,2,297.72,8.02,D,0,VIIRS_SNPP_SP,2023-07-06
-32.42252,-70.95747,332.62,0.44,0.38,2023-07-10,1820,N,VIIRS,n,2,294.78,6.78,D,0,VIIRS_SNPP_SP,2023-07-06
-32.42193,-70.95271,328.09,0.44,0.38,2023-07-10,1820,N,VIIRS,n,2,295.43,10.54,D,0,VIIRS_SNPP_SP,2023-07-06
-32.4207,-70.95525,347.01,0.44,0.38,2023-07-10,1820,N,VIIRS,n,2,299.1,23.5,D,0,VIIRS_SNPP_SP,2023-07-06
-32.41895,-70.95798,336.47,0.44,0.38,2023-07-10,1820,N,VIIRS,n,2,293.65,6.78,D,0,VIIRS_SNPP_SP,2023-07-06
-32.04616,-71.06796,305.83,0.42,0.38,2023-07-11,538,N,VIIRS,n,2,270.28,1.09,N,0,VIIRS_SNPP_SP,2023-07-11
-32.80382,-70.95253,337.61,0.39,0.36,2023-07-16,544,N,VIIRS,n,2,282.11,5.84,N,2,VIIRS_SNPP_SP,2023-07-16
-32.80314,-70.95668,295.14,0.39,0.36,2023-07-16,544,N,VIIRS,n,2,278.34,5.84,N,2,VIIRS_SNPP_SP,2023-07-16
-32.80279,-70.95012,313.42,0.55,0.43,2023-07-17,526,N,VIIRS,n,2,279.7,1.61,N,2,VIIRS_SNPP_SP,2023-07-16
-32.80157,-70.95609,296.21,0.55,0.43,2023-07-17,526,N,VIIRS,n,2,278.44,1.61,N,2,VIIRS_SNPP_SP,2023-07-16
-32.80001,-70.95395,299.34,0.55,0.43,2023-07-17,526,N,VIIRS,n,2,277.93,0.98,N,2,VIIRS_SNPP_SP,2023-07-16
-32.80429,-70.95257,305.71,0.56,0.43,2023-07-20,609,N,VIIRS,n,2,281.94,1.61,N,2,VIIRS_SNPP_SP,2023-07-16
-33.2965,-70.73078,309.82,0.42,0.45,2023-07-28,519,N,VIIRS,n,2,276.54,1.14,N,2,VIIRS_SNPP_SP,2023-07-26
-33.29238,-70.72952,305.86,0.42,0.45,2023-07-28,519,N,VIIRS,n,2,275.65,0.78,N,2,VIIRS_SNPP_SP,2023-07-26
-32.80232,-70.95355,314.71,0.44,0.46,2023-07-28,519,N,VIIRS,n,2,281.19,2.62,N,2,VIIRS_SNPP_SP,2023-07-26
-32.80154,-70.95085,340.09,0.49,0.48,2023-07-29,1904,N,VIIRS,n,2,298.88,6.14,D,2,VIIRS_SNPP_SP,2023-07-26
-32.80304,-70.95319,314.74,0.47,0.4,2023-07-31,603,N,VIIRS,n,2,274.69,2.33,N,2,VIIRS_SNPP_SP,2023-07-31
-33.2948,-70.72633,333.08,0.4,0.37,2023-07-31,1826,N,VIIRS,n,2,297.82,3.63,D,2,VIIRS_SNPP_SP,2023-07-31
-32.50124,-71.19102,333.42,0.4,0.37,2023-07-31,1826,N,VIIRS,n,2,296.85,2.88,D,0,VIIRS_SNPP_SP,2023-07-31
-33.2955,-70.72704,327.71,0.38,0.36,2023-08-01,544,N,VIIRS,n,2,284.24,3.4,N,2,VIIRS_SNPP_SP,2023-07-31
-33.1493,-70.83272,298.88,0.39,0.36,2023-08-01,544,N,VIIRS,n,2,282.53,0.7,N,2,VIIRS_SNPP_SP,2023-07-31
-32.80165,-70.95114,307.47,0.39,0.36,2023-08-01,544,N,VIIRS,n,2,283.51,0.73,N,2,VIIRS_SNPP_SP,2023-07-31
-33.57006,-71.37231,333.73,0.44,0.46,2023-08-01,1807,N,VIIRS,n,2,296.0,4.93,D,0,VIIRS_SNPP_SP,2023-07-31
-32.80441,-70.94984,328.96,0.41,0.45,2023-08-01,1807,N,VIIRS,n,2,302.27,3.2,D,2,VIIRS_SNPP_SP,2023-07-31
-33.29548,-70.72797,314.46,0.52,0.42,2023-08-02,526,N,VIIRS,n,2,280.05,1.58,N,2,VIIRS_SNPP_SP,2023-07-31
-32.80134,-70.95221,335.6,0.55,0.42,2023-08-02,526,N,VIIRS,n,2,283.96,7.44,N,2,VIIRS_SNPP_SP,2023-07-31
-33.56575,-71.07607,296.64,0.64,0.54,2023-08-03,507,N,VIIRS,n,2,280.91,1.46,N,0,VIIRS_SNPP_SP,2023-07-31
-33.29513,-70.73016,297.12,0.55,0.68,2023-08-04,448,N,VIIRS,n,2,280.49,1.22,N,2,VIIRS_SNPP_SP,2023-07-31
-33.29739,-70.73215,302.76,0.36,0.57,2023-08-04,628,N,VIIRS,n,2,280.66,1.39,N,2,VIIRS_SNPP_SP,2023-07-31
-33.292,-70.73164,301.33,0.36,0.57,2023-08-04,628,N,VIIRS,n,2,280.35,0.84,N,2,VIIRS_SNPP_SP,2023-07-31
-33.48471,-70.97632,305.63,0.35,0.57,2023-08-04,629,N,VIIRS,n,2,279.85,0.65,N,0,VIIRS_SNPP_SP,2023-07-31
-33.29676,-70.72826,326.07,0.51,0.41,2023-08-04,1851,N,VIIRS,n,2,299.58,2.5,D,2,VIIRS_SNPP_SP,2023-07-31
-32.80597,-70.95277,332.84,0.51,0.41,2023-08-04,1851,N,VIIRS,n,2,298.96,3.98,D,2,VIIRS_SNPP_SP,2023-07-31
-32.80396,-70.95081,337.52,0.51,0.41,2023-08-04,1851,N,VIIRS,n,2,301.43,19.28,D,2,VIIRS_SNPP_SP,2023-07-31
-32.80219,-70.9537,329.75,0.51,0.41,2023-08-04,1851,N,VIIRS,n,2,297.82,9.02,D,2,VIIRS_SNPP_SP,2023-07-31
-32.12678,-71.24081,338.31,0.51,0.41,2023-08-04,1851,N,VIIRS,n,2,298.36,8.85,D,0,VIIRS_SNPP_SP,2023-07-31
-33.29729,-70.7295,299.81,0.39,0.44,2023-08-05,610,N,VIIRS,n,2,280.69,1.7,N,2,VIIRS_SNPP_SP,2023-08-05
-33.2932,-70.72887,319.88,0.39,0.44,2023-08-05,610,N,VIIRS,n,2,282.45,1.7,N,2,VIIRS_SNPP_SP,2023-08-05
-32.83187,-71.07744,333.09,0.52,0.41,2023-08-06,1813,N,VIIRS,n,2,293.75,3.77,D,0,VIIRS_SNPP_SP,2023-08-05
-32.80211,-70.95159,329.28,0.47,0.39,2023-08-07,532,N,VIIRS,n,2,284.48,6.52,N,2,VIIRS_SNPP_SP,2023-08-05
-33.29716,-70.72625,325.32,0.4,0.37,2023-08-10,1838,N,VIIRS,n,2,280.02,2.15,D,2,VIIRS_SNPP_SP,2023-08-10
-32.80429,-70.95245,297.3,0.42,0.37,2023-08-11,557,N,VIIRS,n,2,279.05,0.68,N,2,VIIRS_SNPP_SP,2023-08-10
-32.80082,-70.95179,296.22,0.42,0.37,2023-08-11,557,N,VIIRS,n,2,279.91,0.6,N,2,VIIRS_SNPP_SP,2023-08-10
-32.48122,-70.95646,297.49,0.42,0.37,2023-08-11,557,N,VIIRS,n,2,278.16,0.46,N,0,VIIRS_SNPP_SP,2023-08-10
-33.34061,-70.91682,341.45,0.44,0.38,2023-08-11,1820,N,VIIRS,n,2,293.13,1.69,D,0,VIIRS_SNPP_SP,2023-08-10
-33.33702,-70.91745,336.85,0.44,0.38,2023-08-11,1820,N,VIIRS,n,2,292.84,2.55,D,0,VIIRS_SNPP_SP,2023-08-10
-33.29706,-70.7283,337.36,0.43,0.38,2023-08-11,1820,N,VIIRS,n,2,294.73,3.52,D,2,VIIRS_SNPP_SP,2023-08-10
-33.29493,-70.72554,325.76,0.43,0.38,2023-08-11,1820,N,VIIRS,n,2,293.41,2.13,D,2,VIIRS_SNPP_SP,2023-08-10
-33.29367,-70.72779,306.61,0.4,0.37,2023-08-12,538,N,VIIRS,n,2,264.89,1.69,N,2,VIIRS_SNPP_SP,2023-08-10
-32.69553,-70.73512,304.94,0.41,0.37,2023-08-12,538,N,VIIRS,n,2,268.09,1.14,N,0,VIIRS_SNPP_SP,2023-08-10
-32.48162,-70.95811,299.96,0.41,0.37,2023-08-12,538,N,VIIRS,n,2,274.48,1.46,N,0,VIIRS_SNPP_SP,2023-08-10
-32.47894,-70.95293,318.69,0.41,0.37,2023-08-12,538,N,VIIRS,n,2,273.92,1.46,N,0,VIIRS_SNPP_SP,2023-08-10
-33.29692,-70.72787,329.39,0.4,0.44,2023-08-17,1807,N,VIIRS,n,2,292.44,2.66,D,2,VIIRS_SNPP_SP,2023-08-15
-32.79366,-70.64268,327.45,0.39,0.44,2023-08-17,1807,N,VIIRS,n,2,295.1,4.1,D,0,VIIRS_SNPP_SP,2023-08-15
-33.29323,-70.72979,302.62,0.52,0.42,2023-08-18,526,N,VIIRS,n,2,268.04,0.97,N,2,VIIRS_SNPP_SP,2023-08-15
-32.48355,-71.19001,331.34,0.36,0.57,2023-08-24,1916,N,VIIRS,n,2,287.18,1.76,D,0,VIIRS_SNPP_SP,2023-08-20
-33.2965,-70.72659,334.01,0.41,0.45,2023-08-25,1857,N,VIIRS,n,2,295.94,3.41,D,2,VIIRS_SNPP_SP,2023-08-25
-33.29385,-70.72811,330.96,0.41,0.45,2023-08-25,1857,N,VIIRS,n,2,295.01,2.92,D,2,VIIRS_SNPP_SP,2023-08-25
-32.80167,-70.95266,340.75,0.4,0.45,2023-08-25,1857,N,VIIRS,n,2,299.43,5.84,D,2,VIIRS_SNPP_SP,2023-08-25
-33.29449,-70.72767,325.84,0.48,0.48,2023-08-26,616,N,VIIRS,n,2,279.3,2.94,N,2,VIIRS_SNPP_SP,2023-08-25
-32.88035,-71.26215,299.2,0.44,0.46,2023-08-26,616,N,VIIRS,n,2,276.73,0.66,N,0,VIIRS_SNPP_SP,2023-08-25
-32.80142,-70.95118,307.54,0.46,0.47,2023-08-26,616,N,VIIRS,n,2,279.35,1.87,N,2,VIIRS_SNPP_SP,2023-08-25
-32.80093,-70.95605,299.72,0.46,0.47,2023-08-26,616,N,VIIRS,n,2,278.45,2.4,N,2,VIIRS_SNPP_SP,2023-08-25
-32.80345,-70.95178,341.13,0.42,0.38,2023-08-27,557,N,VIIRS,n,2,281.37,4.52,N,2,VIIRS_SNPP_SP,2023-08-25
-32.80457,-70.95094,334.83,0.44,0.38,2023-08-27,1820,N,VIIRS,n,2,303.46,8.11,D,2,VIIRS_SNPP_SP,2023-08-25
-33.2961,-70.73109,309.62,0.42,0.45,2023-08-29,519,N,VIIRS,n,2,279.44,1.08,N,2,VIIRS_SNPP_SP,2023-08-25
-32.80167,-70.95061,301.13,0.44,0.46,2023-08-29,519,N,VIIRS,n,2,280.27,2.18,N,2,VIIRS_SNPP_SP,2023-08-25
-32.53308,-70.6448,324.06,0.43,0.46,2023-08-29,519,N,VIIRS,n,2,277.72,2.43,N,0,VIIRS_SNPP_SP,2023-08-25
-32.76643,-70.5742,333.49,0.44,0.63,2023-08-29,1742,N,VIIRS,n,2,300.92,2.07,D,0,VIIRS_SNPP_SP,2023-08-25
-32.76702,-70.5731,333.8,0.47,0.64,2023-08-29,1922,N,VIIRS,n,2,299.2,2.32,D,0,VIIRS_SNPP_SP,2023-08-25
-32.76393,-70.57246,326.06,0.47,0.64,2023-08-29,1922,N,VIIRS,n,2,298.72,1.99,D,0,VIIRS_SNPP_SP,2023-08-25
-32.80453,-70.95443,302.87,0.4,0.6,2023-08-30,500,N,VIIRS,n,2,280.65,0.79,N,2,VIIRS_SNPP_SP,2023-08-30
-32.76579,-70.57229,341.21,0.52,0.5,2023-08-30,1903,N,VIIRS,n,2,301.44,6.59,D,0,VIIRS_SNPP_SP,2023-08-30
-32.76306,-70.57568,333.99,0.52,0.5,2023-08-30,1903,N,VIIRS,n,2,298.81,2.43,D,0,VIIRS_SNPP_SP,2023-08-30
-33.33463,-70.91805,308.02,0.68,0.74,2023-08-31,442,N,VIIRS,n,2,278.68,2.06,N,0,VIIRS_SNPP_SP,2023-08-30
-33.33609,-70.91631,298.77,0.57,0.52,2023-08-31,622,N,VIIRS,n,2,277.54,1.19,N,0,VIIRS_SNPP_SP,2023-08-30
-33.29517,-70.73152,313.91,0.58,0.52,2023-08-31,622,N,VIIRS,n,2,279.91,3.34,N,2,VIIRS_SNPP_SP,2023-08-30
-32.80569,-70.95643,302.21,0.56,0.51,2023-08-31,622,N,VIIRS,n,2,280.21,1.45,N,2,VIIRS_SNPP_SP,2023-08-30
-32.80237,-70.95442,340.41,0.56,0.51,2023-08-31,622,N,VIIRS,n,2,283.09,9.81,N,2,VIIRS_SNPP_SP,2023-08-30
-33.29442,-70.72897,335.24,0.44,0.39,2023-08-31,1845,N,VIIRS,n,2,296.21,3.67,D,2,VIIRS_SNPP_SP,2023-08-30
-32.8032,-70.95178,328.42,0.38,0.59,2023-09-03,1748,N,VIIRS,n,2,287.42,2.11,D,2,VIIRS_SNPP_SP,2023-08-30
-32.80109,-70.95414,328.85,0.4,0.37,2023-09-11,1838,N,VIIRS,n,2,297.18,1.61,D,2,VIIRS_SNPP_SP,2023-09-09
-32.33761,-70.80019,330.78,0.4,0.37,2023-09-11,1838,N,VIIRS,n,2,296.6,3.06,D,0,VIIRS_SNPP_SP,2023-09-09
-32.92791,-71.50617,295.57,0.4,0.37,2023-09-12,557,N,VIIRS,n,2,284.39,0.53,N,0,VIIRS_SNPP_SP,2023-09-09
-32.80635,-70.95368,328.85,0.47,0.64,2023-09-14,1742,N,VIIRS,n,2,298.29,2.91,D,2,VIIRS_SNPP_SP,2023-09-14
-32.80113,-70.95141,325.52,0.47,0.64,2023-09-14,1742,N,VIIRS,l,2,295.68,3.76,D,2,VIIRS_SNPP_SP,2023-09-14
-33.29482,-70.72691,296.79,0.38,0.58,2023-09-15,500,N,VIIRS,n,2,283.19,0.55,N,2,VIIRS_SNPP_SP,2023-09-14
-33.29377,-70.73094,296.01,0.38,0.58,2023-09-15,500,N,VIIRS,n,2,283.02,0.89,N,2,VIIRS_SNPP_SP,2023-09-14
-32.80133,-70.95454,315.33,0.4,0.6,2023-09-15,500,N,VIIRS,n,2,285.7,2.52,N,2,VIIRS_SNPP_SP,2023-09-14
-32.80141,-70.95501,330.18,0.52,0.67,2023-09-15,641,N,VIIRS,n,2,284.55,4.17,N,2,VIIRS_SNPP_SP,2023-09-14
-32.80354,-70.95353,342.44,0.49,0.49,2023-09-15,1903,N,VIIRS,n,2,308.93,6.32,D,2,VIIRS_SNPP_SP,2023-09-14
-32.80225,-70.95063,340.64,0.49,0.49,2023-09-15,1903,N,VIIRS,n,2,305.65,3.58,D,2,VIIRS_SNPP_SP,2023-09-14
-33.29705,-70.73036,295.02,0.67,0.74,2023-09-16,442,N,VIIRS,n,2,282.39,1.42,N,2,VIIRS_SNPP_SP,2023-09-14
-33.29773,-70.72948,298.78,0.58,0.52,2023-09-16,622,N,VIIRS,n,2,282.56,1.08,N,2,VIIRS_SNPP_SP,2023-09-14
-33.29662,-70.7298,308.96,0.58,0.52,2023-09-16,622,N,VIIRS,n,2,283.23,2.05,N,2,VIIRS_SNPP_SP,2023-09-14
-33.29282,-70.72893,300.06,0.58,0.52,2023-09-16,622,N,VIIRS,n,2,283.43,1.08,N,2,VIIRS_SNPP_SP,2023-09-14
-33.10236,-71.12815,299.41,0.55,0.51,2023-09-16,622,N,VIIRS,n,2,281.43,0.96,N,0,VIIRS_SNPP_SP,2023-09-14
-32.80461,-70.95207,333.49,0.44,0.38,2023-09-16,1844,N,VIIRS,n,2,301.47,5.31,D,2,VIIRS_SNPP_SP,2023-09-14
-32.8042,-70.95282,309.31,0.47,0.4,2023-09-17,603,N,VIIRS,n,2,282.15,2.04,N,2,VIIRS_SNPP_SP,2023-09-14
-33.08648,-70.80815,298.13,0.38,0.43,2023-09-22,609,N,VIIRS,n,2,277.8,0.8,N,0,VIIRS_SNPP_SP,2023-09-19
-32.8044,-70.9515,307.18,0.56,0.43,2023-09-22,609,N,VIIRS,n,2,268.93,1.41,N,2,VIIRS_SNPP_SP,2023-09-19
-32.80244,-70.95441,328.94,0.39,0.36,2023-09-23,550,N,VIIRS,n,2,284.99,4.89,N,2,VIIRS_SNPP_SP,2023-09-19
-32.80184,-70.9516,301.4,0.47,0.39,2023-09-24,531,N,VIIRS,n,2,281.66,0.88,N,2,VIIRS_SNPP_SP,2023-09-24
-32.80088,-70.95236,332.4,0.53,0.5,2023-09-25,512,N,VIIRS,n,2,283.39,3.74,N,2,VIIRS_SNPP_SP,2023-09-24
-33.26817,-71.41241,326.96,0.34,0.56,2023-09-25,1915,N,VIIRS,n,2,288.23,0.12,D,0,VIIRS_SNPP_SP,2023-09-24
-32.80327,-70.95393,327.37,0.36,0.58,2023-09-25,1916,N,VIIRS,n,2,294.74,2.42,D,2,VIIRS_SNPP_SP,2023-09-24
-32.80235,-70.95017,329.86,0.36,0.58,2023-09-25,1916,N,VIIRS,n,2,292.74,2.42,D,2,VIIRS_SNPP_SP,2023-09-24
-32.80288,-70.9521,354.49,0.45,0.47,2023-09-27,615,N,VIIRS,n,2,283.28,19.27,N,2,VIIRS_SNPP_SP,2023-09-24
-33.29402,-70.72702,330.55,0.4,0.37,2023-09-27,1838,N,VIIRS,l,2,303.09,2.27,D,2,VIIRS_SNPP_SP,2023-09-24
-32.73511,-70.96661,343.8,0.4,0.37,2023-09-27,1838,N,VIIRS,n,2,304.48,8.63,D,0,VIIRS_SNPP_SP,2023-09-24
-33.48466,-71.2589,296.51,0.41,0.37,2023-09-28,556,N,VIIRS,n,2,278.26,0.61,N,0,VIIRS_SNPP_SP,2023-09-24
-33.29536,-70.72609,320.26,0.43,0.38,2023-09-28,556,N,VIIRS,n,2,281.38,1.88,N,2,VIIRS_SNPP_SP,2023-09-24
-33.29473,-70.73071,309.0,0.43,0.38,2023-09-28,556,N,VIIRS,n,2,282.13,1.88,N,2,VIIRS_SNPP_SP,2023-09-24
-32.80143,-70.95383,328.7,0.42,0.37,2023-09-28,556,N,VIIRS,n,2,283.72,3.25,N,2,VIIRS_SNPP_SP,2023-09-24
-32.80745,-71.04076,333.59,0.44,0.39,2023-09-28,1819,N,VIIRS,n,2,299.23,2.96,D,0,VIIRS_SNPP_SP,2023-09-24
-32.80685,-71.03586,330.96,0.44,0.39,2023-09-28,1819,N,VIIRS,n,2,297.89,2.96,D,0,VIIRS_SNPP_SP,2023-09-24
-32.80393,-70.95368,334.91,0.44,0.38,2023-09-28,1819,N,VIIRS,n,2,304.05,4.93,D,2,VIIRS_SNPP_SP,2023-09-24
-32.37653,-70.85318,344.7,0.43,0.38,2023-09-28,1819,N,VIIRS,n,2,304.59,8.41,D,0,VIIRS_SNPP_SP,2023-09-24
-32.37298,-70.85374,341.92,0.43,0.38,2023-09-28,1819,N,VIIRS,n,2,307.26,25.43,D,0,VIIRS_SNPP_SP,2023-09-24
-32.80259,-70.95416,321.92,0.41,0.37,2023-09-29,537,N,VIIRS,n,2,284.87,1.96,N,2,VIIRS_SNPP_SP,2023-09-29
-33.29505,-70.72907,332.36,0.4,0.37,2023-09-29,538,N,VIIRS,n,2,283.38,3.17,N,2,VIIRS_SNPP_SP,2023-09-29
-33.04615,-71.17385,332.95,0.52,0.5,2023-09-29,1800,N,VIIRS,n,2,296.65,2.74,D,0,VIIRS_SNPP_SP,2023-09-29
-32.80362,-70.95051,295.63,0.44,0.46,2023-09-30,519,N,VIIRS,n,2,283.18,1.02,N,2,VIIRS_SNPP_SP,2023-09-29
-32.80257,-70.95535,305.25,0.44,0.46,2023-09-30,519,N,VIIRS,n,2,284.88,1.63,N,2,VIIRS_SNPP_SP,2023-09-29
-32.80219,-70.95419,335.87,0.44,0.63,2023-09-30,1922,N,VIIRS,n,2,298.27,3.85,D,2,VIIRS_SNPP_SP,2023-09-29
-32.80278,-70.95238,337.82,0.44,0.38,2023-10-02,1844,N,VIIRS,n,2,300.79,10.72,D,2,VIIRS_SNPP_SP,2023-09-29
-33.29705,-70.72801,315.28,0.38,0.36,2023-10-04,544,N,VIIRS,n,2,280.16,1.74,N,2,VIIRS_SNPP_SP,2023-10-04
-33.29372,-70.72726,315.56,0.38,0.36,2023-10-04,544,N,VIIRS,n,2,279.94,1.74,N,2,VIIRS_SNPP_SP,2023-10-04
-32.77831,-70.69952,335.08,0.4,0.44,2023-10-04,1806,N,VIIRS,l,2,307.1,3.55,D,0,VIIRS_SNPP_SP,2023-10-04
-32.77786,-70.69515,347.55,0.4,0.44,2023-10-04,1806,N,VIIRS,n,2,306.02,3.55,D,0,VIIRS_SNPP_SP,2023-10-04
-33.36454,-70.6899,296.06,0.52,0.42,2023-10-05,525,N,VIIRS,n,2,280.21,0.6,N,0,VIIRS_SNPP_SP,2023-10-04
-33.29609,-70.72996,315.35,0.53,0.42,2023-10-05,525,N,VIIRS,n,2,281.47,2.74,N,2,VIIRS_SNPP_SP,2023-10-04
-33.29315,-70.72746,302.0,0.62,0.54,2023-10-06,506,N,VIIRS,n,2,280.39,1.67,N,2,VIIRS_SNPP_SP,2023-10-04
-32.80304,-70.95309,367.0,0.33,0.55,2023-10-06,506,N,VIIRS,h,2,282.75,4.69,N,2,VIIRS_SNPP_SP,2023-10-04
-33.29622,-70.72992,305.66,0.56,0.69,2023-10-07,447,N,VIIRS,n,2,279.14,1.54,N,2,VIIRS_SNPP_SP,2023-10-04
-32.80127,-70.95342,304.36,0.59,0.7,2023-10-07,447,N,VIIRS,n,2,279.7,1.76,N,2,VIIRS_SNPP_SP,2023-10-04
-32.8021,-70.95347,367.0,0.34,0.56,2023-10-07,627,N,VIIRS,h,2,283.24,7.59,N,2,VIIRS_SNPP_SP,2023-10-04
-33.29598,-70.72755,306.51,0.36,0.57,2023-10-07,628,N,VIIRS,n,2,279.13,0.84,N,2,VIIRS_SNPP_SP,2023-10-04
-33.29571,-70.73148,296.97,0.36,0.57,2023-10-07,628,N,VIIRS,n,2,279.42,1.29,N,2,VIIRS_SNPP_SP,2023-10-04
-32.80143,-70.95188,367.0,0.34,0.56,2023-10-07,628,N,VIIRS,h,2,281.52,6.3,N,2,VIIRS_SNPP_SP,2023-10-04
